Date,issue,percentage
10/04/2018,Britain leaving the EU,64.0
17/04/2018,Britain leaving the EU,63.0
25/04/2018,Britain leaving the EU,68.0
01/05/2018,Britain leaving the EU,73.0
09/05/2018,Britain leaving the EU,71.0
14/05/2018,Britain leaving the EU,69.0
21/05/2018,Britain leaving the EU,65.0
29/05/2018,Britain leaving the EU,69.0
05/06/2018,Britain leaving the EU,69.0
12/06/2018,Britain leaving the EU,72.0
19/06/2018,Britain leaving the EU,66.0
26/06/2018,Britain leaving the EU,71.0
04/07/2018,Britain leaving the EU,70.0
09/07/2018,Britain leaving the EU,72.0
17/07/2018,Britain leaving the EU,76.0
23/07/2018,Britain leaving the EU,73.0
31/07/2018,Britain leaving the EU,77.0
14/08/2018,Britain leaving the EU,72.0
21/08/2018,Britain leaving the EU,71.0
29/08/2018,Britain leaving the EU,75.0
04/09/2018,Britain leaving the EU,76.0
20/09/2018,Britain leaving the EU,70.0
01/10/2018,Britain leaving the EU,79.0
09/10/2018,Britain leaving the EU,73.0
15/10/2018,Britain leaving the EU,67.0
23/10/2018,Britain leaving the EU,75.0
05/11/2018,Britain leaving the EU,69.0
19/11/2018,Britain leaving the EU,79.0
27/11/2018,Britain leaving the EU,73.0
04/12/2018,Britain leaving the EU,71.0
07/01/2019,Britain leaving the EU,77.0
14/01/2019,Britain leaving the EU,76.0
21/01/2019,Britain leaving the EU,75.0
04/02/2019,Britain leaving the EU,75.0
07/03/2019,Britain leaving the EU,72.0
25/03/2019,Britain leaving the EU,79.0
03/04/2019,Britain leaving the EU,81.0
11/04/2019,Britain leaving the EU,69.0
30/04/2019,Britain leaving the EU,75.0
29/05/2019,Britain leaving the EU,75.0
06/06/2019,Britain leaving the EU,74.0
24/06/2019,Britain leaving the EU,77.0
01/07/2019,Britain leaving the EU,75.0
08/07/2019,Britain leaving the EU,77.0
14/07/2019,Britain leaving the EU,80.0
22/07/2019,Britain leaving the EU,78.0
29/07/2019,Britain leaving the EU,77.0
05/08/2019,Britain leaving the EU,81.0
11/08/2019,Britain leaving the EU,76.0
19/08/2019,Britain leaving the EU,76.0
26/08/2019,Britain leaving the EU,79.0
02/09/2019,Britain leaving the EU,82.0
09/09/2019,Britain leaving the EU,82.0
16/09/2019,Britain leaving the EU,83.0
23/09/2019,Britain leaving the EU,78.0
30/09/2019,Britain leaving the EU,85.0
06/10/2019,Britain leaving the EU,79.0
14/10/2019,Britain leaving the EU,80.0
21/10/2019,Britain leaving the EU,77.0
28/10/2019,Britain leaving the EU,74.0
04/11/2019,Britain leaving the EU,75.0
11/11/2019,Britain leaving the EU,73.0
18/11/2019,Britain leaving the EU,74.0
25/11/2019,Britain leaving the EU,71.0
01/12/2019,Britain leaving the EU,68.0
16/12/2019,Britain leaving the EU,71.0
23/12/2019,Britain leaving the EU,66.0
30/12/2019,Britain leaving the EU,69.0
06/01/2020,Britain leaving the EU,65.0
13/01/2020,Britain leaving the EU,64.0
20/01/2020,Britain leaving the EU,58.0
27/01/2020,Britain leaving the EU,56.0
03/02/2020,Britain leaving the EU,43.0
09/02/2020,Britain leaving the EU,48.0
17/02/2020,Britain leaving the EU,49.0
24/02/2020,Britain leaving the EU,51.0
02/03/2020,Britain leaving the EU,51.0
09/03/2020,Britain leaving the EU,46.0
16/03/2020,Britain leaving the EU,39.0
23/03/2020,Britain leaving the EU,27.0
30/03/2020,Britain leaving the EU,30.0
06/04/2020,Britain leaving the EU,31.0
13/04/2020,Britain leaving the EU,34.0
20/04/2020,Britain leaving the EU,35.0
27/04/2020,Britain leaving the EU,34.0
03/05/2020,Britain leaving the EU,37.0
10/05/2020,Britain leaving the EU,40.0
18/05/2020,Britain leaving the EU,40.0
25/05/2020,Britain leaving the EU,46.0
02/06/2020,Britain leaving the EU,51.0
08/06/2020,Britain leaving the EU,58.0
15/06/2020,Britain leaving the EU,54.0
22/06/2020,Britain leaving the EU,54.0
29/06/2020,Britain leaving the EU,44.0
06/07/2020,Britain leaving the EU,48.0
13/07/2020,Britain leaving the EU,49.0
20/07/2020,Britain leaving the EU,56.0
27/07/2020,Britain leaving the EU,56.0
03/08/2020,Britain leaving the EU,54.0
10/08/2020,Britain leaving the EU,50.0
17/08/2020,Britain leaving the EU,45.0
24/08/2020,Britain leaving the EU,53.0
31/08/2020,Britain leaving the EU,56.0
07/09/2020,Britain leaving the EU,56.0
14/09/2020,Britain leaving the EU,58.0
21/09/2020,Britain leaving the EU,62.0
28/09/2020,Britain leaving the EU,61.0
05/10/2020,Britain leaving the EU,56.0
12/10/2020,Britain leaving the EU,59.0
18/10/2020,Britain leaving the EU,57.0
26/10/2020,Britain leaving the EU,56.0
02/11/2020,Britain leaving the EU,55.0
09/11/2020,Britain leaving the EU,56.0
15/11/2020,Britain leaving the EU,63.0
23/11/2020,Britain leaving the EU,64.0
30/11/2020,Britain leaving the EU,62.0
07/12/2020,Britain leaving the EU,65.0
14/12/2020,Britain leaving the EU,70.0
20/12/2020,Britain leaving the EU,66.0
28/12/2020,Britain leaving the EU,45.0
04/01/2021,Britain leaving the EU,29.0
11/01/2021,Britain leaving the EU,30.0
18/01/2021,Britain leaving the EU,34.0
25/01/2021,Britain leaving the EU,33.0
01/02/2021,Britain leaving the EU,27.0
08/02/2021,Britain leaving the EU,27.0
15/02/2021,Britain leaving the EU,30.0
22/02/2021,Britain leaving the EU,27.0
01/03/2021,Britain leaving the EU,28.0
08/03/2021,Britain leaving the EU,29.0
15/03/2021,Britain leaving the EU,29.0
22/03/2021,Britain leaving the EU,24.0
29/03/2021,Britain leaving the EU,28.0
05/04/2021,Britain leaving the EU,27.0
12/04/2021,Britain leaving the EU,28.0
19/04/2021,Britain leaving the EU,27.0
26/04/2021,Britain leaving the EU,23.0
03/05/2021,Britain leaving the EU,25.0
10/05/2021,Britain leaving the EU,22.0
17/05/2021,Britain leaving the EU,21.0
24/05/2021,Britain leaving the EU,23.0
31/05/2021,Britain leaving the EU,24.0
07/06/2021,Britain leaving the EU,15.0
14/06/2021,Britain leaving the EU,29.0
21/06/2021,Britain leaving the EU,22.0
28/06/2021,Britain leaving the EU,25.0
05/07/2021,Britain leaving the EU,24.0
12/07/2021,Britain leaving the EU,20.0
19/07/2021,Britain leaving the EU,22.0
26/07/2021,Britain leaving the EU,23.0
02/08/2021,Britain leaving the EU,25.0
09/08/2021,Britain leaving the EU,20.0
16/08/2021,Britain leaving the EU,20.0
23/08/2021,Britain leaving the EU,19.0
29/08/2021,Britain leaving the EU,21.0
06/09/2021,Britain leaving the EU,20.0
12/09/2021,Britain leaving the EU,20.0
19/09/2021,Britain leaving the EU,21.0
26/09/2021,Britain leaving the EU,19.0
04/10/2021,Britain leaving the EU,21.0
11/10/2021,Britain leaving the EU,22.0
18/10/2021,Britain leaving the EU,19.0
25/10/2021,Britain leaving the EU,22.0
01/11/2021,Britain leaving the EU,23.0
07/11/2021,Britain leaving the EU,26.0
15/11/2021,Britain leaving the EU,25.0
22/11/2021,Britain leaving the EU,23.0
29/11/2021,Britain leaving the EU,20.0
05/12/2021,Britain leaving the EU,22.0
13/12/2021,Britain leaving the EU,20.0
20/12/2021,Britain leaving the EU,22.0
27/12/2021,Britain leaving the EU,25.0
02/01/2022,Britain leaving the EU,26.0
10/01/2022,Britain leaving the EU,23.0
17/01/2022,Britain leaving the EU,21.0
24/01/2022,Britain leaving the EU,19.0
31/01/2022,Britain leaving the EU,24.0
06/02/2022,Britain leaving the EU,23.0
13/02/2022,Britain leaving the EU,23.0
21/02/2022,Britain leaving the EU,21.0
28/02/2022,Britain leaving the EU,18.0
07/03/2022,Britain leaving the EU,21.0
14/03/2022,Britain leaving the EU,15.0
20/03/2022,Britain leaving the EU,18.0
28/03/2022,Britain leaving the EU,14.0
04/04/2022,Britain leaving the EU,19.0
11/04/2022,Britain leaving the EU,13.0
18/04/2022,Britain leaving the EU,16.0
24/04/2022,Britain leaving the EU,15.0
02/05/2022,Britain leaving the EU,13.0
08/05/2022,Britain leaving the EU,17.0
16/05/2022,Britain leaving the EU,18.0
22/05/2022,Britain leaving the EU,16.0
29/05/2022,Britain leaving the EU,20.0
06/06/2022,Britain leaving the EU,17.0
13/06/2022,Britain leaving the EU,19.0
19/06/2022,Britain leaving the EU,20.0
27/06/2022,Britain leaving the EU,19.0
03/07/2022,Britain leaving the EU,22.0
11/07/2022,Britain leaving the EU,22.0
17/07/2022,Britain leaving the EU,22.0
25/07/2022,Britain leaving the EU,23.0
31/07/2022,Britain leaving the EU,19.0
08/08/2022,Britain leaving the EU,18.0
15/08/2022,Britain leaving the EU,20.0
22/08/2022,Britain leaving the EU,19.0
29/08/2022,Britain leaving the EU,16.0
05/09/2022,Britain leaving the EU,15.0
12/09/2022,Britain leaving the EU,13.0
25/09/2022,Britain leaving the EU,15.0
02/10/2022,Britain leaving the EU,12.0
09/10/2022,Britain leaving the EU,11.0
17/10/2022,Britain leaving the EU,17.0
23/10/2022,Britain leaving the EU,16.0
31/10/2022,Britain leaving the EU,19.0
07/11/2022,Britain leaving the EU,15.0
14/11/2022,Britain leaving the EU,17.0
21/11/2022,Britain leaving the EU,17.0
28/11/2022,Britain leaving the EU,18.0
05/12/2022,Britain leaving the EU,18.0
12/12/2022,Britain leaving the EU,15.0
19/12/2022,Britain leaving the EU,18.0
26/12/2022,Britain leaving the EU,15.0
01/01/2023,Britain leaving the EU,17.0
09/01/2023,Britain leaving the EU,18.0
15/01/2023,Britain leaving the EU,19.0
23/01/2023,Britain leaving the EU,20.0
30/01/2023,Britain leaving the EU,20.0
06/02/2023,Britain leaving the EU,16.0
13/02/2023,Britain leaving the EU,20.0
20/02/2023,Britain leaving the EU,18.0
26/02/2023,Britain leaving the EU,19.0
06/03/2023,Britain leaving the EU,20.0
20/03/2023,Britain leaving the EU,17.0
27/03/2023,Britain leaving the EU,17.0
03/04/2023,Britain leaving the EU,19.0
10/04/2023,Britain leaving the EU,19.0
17/04/2023,Britain leaving the EU,19.0
24/04/2023,Britain leaving the EU,18.0
01/05/2023,Britain leaving the EU,19.0
08/05/2023,Britain leaving the EU,17.0
15/05/2023,Britain leaving the EU,19.0
21/05/2023,Britain leaving the EU,21.0
28/05/2023,Britain leaving the EU,22.0
05/06/2023,Britain leaving the EU,18.0
12/06/2023,Britain leaving the EU,19.0
19/06/2023,Britain leaving the EU,20.0
26/06/2023,Britain leaving the EU,19.0
03/07/2023,Britain leaving the EU,18.0
10/07/2023,Britain leaving the EU,20.0
17/07/2023,Britain leaving the EU,19.0
24/07/2023,Britain leaving the EU,14.0
31/07/2023,Britain leaving the EU,15.0
07/08/2023,Britain leaving the EU,16.0
14/08/2023,Britain leaving the EU,16.0
21/08/2023,Britain leaving the EU,18.0
28/08/2023,Britain leaving the EU,15.0
04/09/2023,Britain leaving the EU,17.0
11/09/2023,Britain leaving the EU,18.0
18/09/2023,Britain leaving the EU,11.0
25/09/2023,Britain leaving the EU,15.0
02/10/2023,Britain leaving the EU,13.0
09/10/2023,Britain leaving the EU,14.0
16/10/2023,Britain leaving the EU,13.0
23/10/2023,Britain leaving the EU,14.0
30/10/2023,Britain leaving the EU,14.0
06/11/2023,Britain leaving the EU,14.0
13/11/2023,Britain leaving the EU,14.0
20/11/2023,Britain leaving the EU,16.0
27/11/2023,Britain leaving the EU,12.0
04/12/2023,Britain leaving the EU,15.0
11/12/2023,Britain leaving the EU,15.0
18/12/2023,Britain leaving the EU,13.0
24/12/2023,Britain leaving the EU,15.0
01/01/2024,Britain leaving the EU,13.0
07/01/2024,Britain leaving the EU,12.0
15/01/2024,Britain leaving the EU,14.0
22/01/2024,Britain leaving the EU,13.0
29/01/2024,Britain leaving the EU,14.0
05/02/2024,Britain leaving the EU,15.0
11/02/2024,Britain leaving the EU,12.0
19/02/2024,Britain leaving the EU,13.0
26/02/2024,Britain leaving the EU,12.0
04/03/2024,Britain leaving the EU,13.0
11/03/2024,Britain leaving the EU,11.0
18/03/2024,Britain leaving the EU,14.0
25/03/2024,Britain leaving the EU,14.0
01/04/2024,Britain leaving the EU,13.0
08/04/2024,Britain leaving the EU,11.0
16/04/2024,Britain leaving the EU,13.0
22/04/2024,Britain leaving the EU,16.0
28/04/2024,Britain leaving the EU,11.0
06/05/2024,Britain leaving the EU,15.0
13/05/2024,Britain leaving the EU,15.0
20/05/2024,Britain leaving the EU,13.0
15/02/2011,Transport,5.0
01/03/2011,Transport,5.0
15/03/2011,Transport,5.0
29/03/2011,Transport,4.0
12/04/2011,Transport,4.0
26/04/2011,Transport,2.0
10/05/2011,Transport,1.0
24/05/2011,Transport,2.0
07/06/2011,Transport,2.0
14/06/2011,Transport,2.0
21/06/2011,Transport,2.0
28/06/2011,Transport,2.0
05/07/2011,Transport,1.0
12/07/2011,Transport,1.0
19/07/2011,Transport,1.0
26/07/2011,Transport,1.0
09/08/2011,Transport,1.0
23/08/2011,Transport,1.0
06/09/2011,Transport,3.0
20/09/2011,Transport,0.0
04/10/2011,Transport,0.0
18/10/2011,Transport,2.0
01/11/2011,Transport,1.0
15/11/2011,Transport,3.0
29/11/2011,Transport,2.0
13/12/2011,Transport,3.0
03/01/2012,Transport,5.0
17/01/2012,Transport,2.0
31/01/2012,Transport,1.0
14/02/2012,Transport,1.0
20/02/2012,Transport,1.0
28/02/2012,Transport,2.0
13/03/2012,Transport,3.0
27/03/2012,Transport,4.0
10/04/2012,Transport,3.0
24/04/2012,Transport,2.0
08/05/2012,Transport,4.0
22/05/2012,Transport,1.0
07/06/2012,Transport,4.0
19/06/2012,Transport,2.0
03/07/2012,Transport,2.0
17/07/2012,Transport,3.0
31/07/2012,Transport,1.0
14/08/2012,Transport,1.0
28/08/2012,Transport,4.0
11/09/2012,Transport,2.0
25/09/2012,Transport,2.0
09/10/2012,Transport,3.0
23/10/2012,Transport,1.0
06/11/2012,Transport,1.0
20/11/2012,Transport,2.0
04/12/2012,Transport,1.0
15/01/2013,Transport,3.0
29/01/2013,Transport,2.0
12/02/2013,Transport,0.0
26/02/2013,Transport,1.0
05/03/2013,Transport,0.0
12/03/2013,Transport,2.0
19/03/2013,Transport,1.0
26/03/2013,Transport,2.0
02/04/2013,Transport,1.0
09/04/2013,Transport,2.0
16/04/2013,Transport,5.0
23/04/2013,Transport,2.0
30/04/2013,Transport,3.0
07/05/2013,Transport,2.0
21/05/2013,Transport,2.0
04/06/2013,Transport,0.0
18/06/2013,Transport,1.0
16/07/2013,Transport,2.0
30/07/2013,Transport,3.0
13/08/2013,Transport,2.0
27/08/2013,Transport,1.0
10/09/2013,Transport,1.0
08/10/2013,Transport,1.0
22/10/2013,Transport,1.0
05/11/2013,Transport,3.0
19/11/2013,Transport,2.0
03/12/2013,Transport,2.0
17/12/2013,Transport,2.0
14/01/2014,Transport,2.0
22/01/2014,Transport,1.0
28/01/2014,Transport,2.0
11/02/2014,Transport,3.0
25/02/2014,Transport,2.0
11/03/2014,Transport,2.0
25/03/2014,Transport,2.0
08/04/2014,Transport,1.0
13/05/2014,Transport,2.0
28/05/2014,Transport,0.0
10/06/2014,Transport,0.0
24/06/2014,Transport,1.0
08/07/2014,Transport,2.0
22/07/2014,Transport,2.0
05/08/2014,Transport,1.0
19/08/2014,Transport,1.0
02/09/2014,Transport,2.0
16/09/2014,Transport,2.0
14/10/2014,Transport,2.0
28/10/2014,Transport,1.0
11/11/2014,Transport,2.0
25/11/2014,Transport,2.0
09/12/2014,Transport,2.0
06/01/2015,Transport,2.0
20/01/2015,Transport,2.0
03/02/2015,Transport,1.0
17/02/2015,Transport,5.0
03/03/2015,Transport,2.0
17/03/2015,Transport,2.0
31/03/2015,Transport,2.0
14/04/2015,Transport,3.0
28/04/2015,Transport,2.0
12/05/2015,Transport,2.0
19/05/2015,Transport,1.0
26/05/2015,Transport,3.0
02/06/2015,Transport,1.0
09/06/2015,Transport,1.0
04/09/2015,Transport,1.0
18/12/2015,Transport,2.0
08/06/2016,Transport,1.0
06/07/2016,Transport,2.0
26/07/2016,Transport,1.0
02/08/2016,Transport,3.0
09/08/2016,Transport,2.0
17/08/2016,Transport,2.0
23/08/2016,Transport,4.0
31/08/2016,Transport,1.0
14/09/2016,Transport,3.0
12/10/2016,Transport,1.0
25/10/2016,Transport,0.0
01/11/2016,Transport,1.0
15/11/2016,Transport,2.0
29/11/2016,Transport,2.0
17/12/2016,Transport,3.0
10/01/2017,Transport,3.0
17/01/2017,Transport,2.0
24/01/2017,Transport,5.0
31/01/2017,Transport,3.0
13/02/2017,Transport,2.0
22/02/2017,Transport,2.0
28/02/2017,Transport,3.0
14/03/2017,Transport,2.0
21/03/2017,Transport,2.0
27/03/2017,Transport,2.0
06/04/2017,Transport,1.0
19/04/2017,Transport,1.0
26/04/2017,Transport,2.0
03/05/2017,Transport,1.0
10/05/2017,Transport,0.0
17/05/2017,Transport,2.0
31/05/2017,Transport,1.0
07/06/2017,Transport,2.0
22/06/2017,Transport,1.0
11/07/2017,Transport,1.0
01/08/2017,Transport,1.0
31/08/2017,Transport,2.0
12/09/2017,Transport,0.0
11/10/2017,Transport,1.0
28/11/2017,Transport,1.0
12/12/2017,Transport,1.0
20/12/2017,Transport,1.0
21/12/2017,Transport,2.0
03/01/2018,Transport,2.0
08/01/2018,Transport,1.0
16/01/2018,Transport,2.0
30/01/2018,Transport,2.0
06/02/2018,Transport,2.0
13/02/2018,Transport,1.0
20/02/2018,Transport,1.0
27/02/2018,Transport,2.0
06/03/2018,Transport,1.0
27/03/2018,Transport,2.0
10/04/2018,Transport,1.0
17/04/2018,Transport,3.0
25/04/2018,Transport,1.0
01/05/2018,Transport,1.0
09/05/2018,Transport,1.0
14/05/2018,Transport,2.0
21/05/2018,Transport,3.0
29/05/2018,Transport,2.0
05/06/2018,Transport,1.0
12/06/2018,Transport,3.0
19/06/2018,Transport,3.0
26/06/2018,Transport,2.0
04/07/2018,Transport,2.0
09/07/2018,Transport,2.0
17/07/2018,Transport,2.0
23/07/2018,Transport,2.0
31/07/2018,Transport,3.0
14/08/2018,Transport,3.0
21/08/2018,Transport,2.0
29/08/2018,Transport,2.0
04/09/2018,Transport,1.0
20/09/2018,Transport,2.0
01/10/2018,Transport,2.0
09/10/2018,Transport,1.0
15/10/2018,Transport,2.0
23/10/2018,Transport,2.0
05/11/2018,Transport,1.0
19/11/2018,Transport,2.0
27/11/2018,Transport,2.0
04/12/2018,Transport,2.0
07/01/2019,Transport,2.0
14/01/2019,Transport,1.0
21/01/2019,Transport,2.0
04/02/2019,Transport,1.0
07/03/2019,Transport,3.0
25/03/2019,Transport,1.0
03/04/2019,Transport,1.0
11/04/2019,Transport,5.0
30/04/2019,Transport,4.0
29/05/2019,Transport,1.0
06/06/2019,Transport,2.0
24/06/2019,Transport,2.0
01/07/2019,Transport,2.0
08/07/2019,Transport,2.0
14/07/2019,Transport,1.0
22/07/2019,Transport,1.0
29/07/2019,Transport,4.0
05/08/2019,Transport,2.0
11/08/2019,Transport,2.0
19/08/2019,Transport,2.0
26/08/2019,Transport,3.0
02/09/2019,Transport,2.0
09/09/2019,Transport,1.0
16/09/2019,Transport,2.0
23/09/2019,Transport,1.0
30/09/2019,Transport,1.0
06/10/2019,Transport,2.0
14/10/2019,Transport,2.0
21/10/2019,Transport,2.0
28/10/2019,Transport,1.0
04/11/2019,Transport,3.0
11/11/2019,Transport,3.0
18/11/2019,Transport,2.0
25/11/2019,Transport,3.0
01/12/2019,Transport,2.0
16/12/2019,Transport,3.0
23/12/2019,Transport,3.0
30/12/2019,Transport,4.0
06/01/2020,Transport,5.0
13/01/2020,Transport,5.0
20/01/2020,Transport,2.0
27/01/2020,Transport,3.0
03/02/2020,Transport,5.0
09/02/2020,Transport,6.0
17/02/2020,Transport,5.0
24/02/2020,Transport,6.0
02/03/2020,Transport,4.0
09/03/2020,Transport,4.0
16/03/2020,Transport,4.0
23/03/2020,Transport,2.0
30/03/2020,Transport,1.0
06/04/2020,Transport,1.0
13/04/2020,Transport,1.0
20/04/2020,Transport,1.0
27/04/2020,Transport,1.0
03/05/2020,Transport,2.0
10/05/2020,Transport,1.0
18/05/2020,Transport,3.0
25/05/2020,Transport,4.0
02/06/2020,Transport,1.0
08/06/2020,Transport,1.0
15/06/2020,Transport,1.0
22/06/2020,Transport,1.0
29/06/2020,Transport,2.0
06/07/2020,Transport,2.0
13/07/2020,Transport,1.0
20/07/2020,Transport,0.0
27/07/2020,Transport,1.0
03/08/2020,Transport,1.0
10/08/2020,Transport,1.0
17/08/2020,Transport,1.0
24/08/2020,Transport,1.0
31/08/2020,Transport,1.0
07/09/2020,Transport,1.0
14/09/2020,Transport,1.0
21/09/2020,Transport,1.0
28/09/2020,Transport,1.0
05/10/2020,Transport,1.0
12/10/2020,Transport,1.0
18/10/2020,Transport,0.0
26/10/2020,Transport,0.0
02/11/2020,Transport,0.0
09/11/2020,Transport,1.0
15/11/2020,Transport,1.0
23/11/2020,Transport,2.0
30/11/2020,Transport,1.0
07/12/2020,Transport,0.0
14/12/2020,Transport,0.0
20/12/2020,Transport,1.0
28/12/2020,Transport,1.0
04/01/2021,Transport,0.0
11/01/2021,Transport,1.0
18/01/2021,Transport,1.0
25/01/2021,Transport,1.0
01/02/2021,Transport,0.0
08/02/2021,Transport,1.0
15/02/2021,Transport,2.0
22/02/2021,Transport,1.0
01/03/2021,Transport,1.0
08/03/2021,Transport,1.0
15/03/2021,Transport,1.0
22/03/2021,Transport,1.0
29/03/2021,Transport,2.0
05/04/2021,Transport,2.0
12/04/2021,Transport,2.0
19/04/2021,Transport,1.0
26/04/2021,Transport,2.0
03/05/2021,Transport,3.0
10/05/2021,Transport,2.0
17/05/2021,Transport,3.0
24/05/2021,Transport,2.0
31/05/2021,Transport,3.0
07/06/2021,Transport,1.0
14/06/2021,Transport,1.0
21/06/2021,Transport,1.0
28/06/2021,Transport,2.0
05/07/2021,Transport,2.0
12/07/2021,Transport,2.0
19/07/2021,Transport,2.0
26/07/2021,Transport,3.0
02/08/2021,Transport,2.0
09/08/2021,Transport,1.0
16/08/2021,Transport,3.0
23/08/2021,Transport,3.0
29/08/2021,Transport,2.0
06/09/2021,Transport,4.0
12/09/2021,Transport,5.0
19/09/2021,Transport,5.0
26/09/2021,Transport,9.0
04/10/2021,Transport,5.0
11/10/2021,Transport,7.0
18/10/2021,Transport,6.0
25/10/2021,Transport,3.0
01/11/2021,Transport,3.0
07/11/2021,Transport,4.0
15/11/2021,Transport,3.0
22/11/2021,Transport,4.0
29/11/2021,Transport,2.0
05/12/2021,Transport,2.0
13/12/2021,Transport,2.0
20/12/2021,Transport,3.0
27/12/2021,Transport,2.0
02/01/2022,Transport,2.0
10/01/2022,Transport,3.0
17/01/2022,Transport,2.0
24/01/2022,Transport,4.0
31/01/2022,Transport,2.0
06/02/2022,Transport,2.0
13/02/2022,Transport,1.0
21/02/2022,Transport,2.0
28/02/2022,Transport,2.0
07/03/2022,Transport,3.0
14/03/2022,Transport,3.0
20/03/2022,Transport,1.0
28/03/2022,Transport,4.0
04/04/2022,Transport,2.0
11/04/2022,Transport,3.0
18/04/2022,Transport,2.0
24/04/2022,Transport,2.0
02/05/2022,Transport,2.0
08/05/2022,Transport,3.0
16/05/2022,Transport,2.0
22/05/2022,Transport,3.0
29/05/2022,Transport,3.0
06/06/2022,Transport,1.0
13/06/2022,Transport,4.0
19/06/2022,Transport,3.0
27/06/2022,Transport,5.0
03/07/2022,Transport,3.0
11/07/2022,Transport,3.0
17/07/2022,Transport,2.0
25/07/2022,Transport,3.0
31/07/2022,Transport,3.0
08/08/2022,Transport,3.0
15/08/2022,Transport,4.0
22/08/2022,Transport,2.0
29/08/2022,Transport,2.0
05/09/2022,Transport,3.0
12/09/2022,Transport,1.0
25/09/2022,Transport,1.0
02/10/2022,Transport,2.0
09/10/2022,Transport,2.0
17/10/2022,Transport,1.0
23/10/2022,Transport,1.0
31/10/2022,Transport,2.0
07/11/2022,Transport,1.0
14/11/2022,Transport,1.0
21/11/2022,Transport,2.0
28/11/2022,Transport,2.0
05/12/2022,Transport,1.0
12/12/2022,Transport,3.0
19/12/2022,Transport,3.0
26/12/2022,Transport,3.0
01/01/2023,Transport,3.0
09/01/2023,Transport,6.0
15/01/2023,Transport,3.0
23/01/2023,Transport,3.0
30/01/2023,Transport,3.0
06/02/2023,Transport,3.0
13/02/2023,Transport,3.0
20/02/2023,Transport,3.0
26/02/2023,Transport,2.0
06/03/2023,Transport,3.0
20/03/2023,Transport,3.0
27/03/2023,Transport,2.0
03/04/2023,Transport,2.0
10/04/2023,Transport,3.0
17/04/2023,Transport,3.0
24/04/2023,Transport,3.0
01/05/2023,Transport,3.0
08/05/2023,Transport,1.0
15/05/2023,Transport,2.0
21/05/2023,Transport,2.0
28/05/2023,Transport,3.0
05/06/2023,Transport,3.0
12/06/2023,Transport,3.0
19/06/2023,Transport,1.0
26/06/2023,Transport,2.0
03/07/2023,Transport,2.0
10/07/2023,Transport,2.0
17/07/2023,Transport,1.0
24/07/2023,Transport,1.0
31/07/2023,Transport,3.0
07/08/2023,Transport,2.0
14/08/2023,Transport,2.0
21/08/2023,Transport,4.0
28/08/2023,Transport,3.0
04/09/2023,Transport,3.0
11/09/2023,Transport,2.0
18/09/2023,Transport,2.0
25/09/2023,Transport,6.0
02/10/2023,Transport,4.0
09/10/2023,Transport,3.0
16/10/2023,Transport,3.0
23/10/2023,Transport,2.0
30/10/2023,Transport,3.0
06/11/2023,Transport,3.0
13/11/2023,Transport,1.0
20/11/2023,Transport,3.0
27/11/2023,Transport,3.0
04/12/2023,Transport,4.0
11/12/2023,Transport,3.0
18/12/2023,Transport,5.0
24/12/2023,Transport,3.0
01/01/2024,Transport,3.0
07/01/2024,Transport,3.0
15/01/2024,Transport,2.0
22/01/2024,Transport,2.0
29/01/2024,Transport,1.0
05/02/2024,Transport,3.0
11/02/2024,Transport,3.0
19/02/2024,Transport,3.0
26/02/2024,Transport,1.0
04/03/2024,Transport,2.0
11/03/2024,Transport,1.0
18/03/2024,Transport,2.0
25/03/2024,Transport,1.0
01/04/2024,Transport,1.0
08/04/2024,Transport,2.0
16/04/2024,Transport,2.0
22/04/2024,Transport,1.0
28/04/2024,Transport,3.0
06/05/2024,Transport,3.0
13/05/2024,Transport,2.0
20/05/2024,Transport,2.0
15/02/2011,Welfare benefits,0.0
01/03/2011,Welfare benefits,0.0
15/03/2011,Welfare benefits,0.0
29/03/2011,Welfare benefits,0.0
12/04/2011,Welfare benefits,0.0
26/04/2011,Welfare benefits,0.0
10/05/2011,Welfare benefits,0.0
24/05/2011,Welfare benefits,0.0
07/06/2011,Welfare benefits,0.0
14/06/2011,Welfare benefits,0.0
21/06/2011,Welfare benefits,0.0
28/06/2011,Welfare benefits,0.0
05/07/2011,Welfare benefits,0.0
12/07/2011,Welfare benefits,0.0
19/07/2011,Welfare benefits,0.0
26/07/2011,Welfare benefits,0.0
09/08/2011,Welfare benefits,0.0
23/08/2011,Welfare benefits,0.0
06/09/2011,Welfare benefits,0.0
20/09/2011,Welfare benefits,0.0
04/10/2011,Welfare benefits,0.0
18/10/2011,Welfare benefits,0.0
01/11/2011,Welfare benefits,0.0
15/11/2011,Welfare benefits,0.0
29/11/2011,Welfare benefits,0.0
13/12/2011,Welfare benefits,0.0
03/01/2012,Welfare benefits,0.0
17/01/2012,Welfare benefits,0.0
31/01/2012,Welfare benefits,0.0
14/02/2012,Welfare benefits,0.0
20/02/2012,Welfare benefits,0.0
28/02/2012,Welfare benefits,0.0
13/03/2012,Welfare benefits,0.0
27/03/2012,Welfare benefits,0.0
10/04/2012,Welfare benefits,0.0
24/04/2012,Welfare benefits,0.0
08/05/2012,Welfare benefits,0.0
22/05/2012,Welfare benefits,0.0
07/06/2012,Welfare benefits,0.0
19/06/2012,Welfare benefits,0.0
03/07/2012,Welfare benefits,0.0
